"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-10-23",,"27.4","32.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-10-24",,"25.6","31.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-10-25",,"26.9",,"22.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-10-26",,"26.6","32.0","23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-10-27",,"26.2",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-10-28",,"27.2",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-10-29",,"26.3","29.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-10-30",,"26.4",,"20.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-10-31",,"26.0","30.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-01",,"26.6","31.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-02",,"27.9","32.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-03",,"26.2",,"22.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-04",,"26.1",,"23.2"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-05",,"28.0","32.7","23.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-06",,"26.1",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-07",,"26.2",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-08",,"25.2","32.1",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-09",,"26.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-10",,"25.5","33.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-11","14.0","25.1","30.6","22.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-12",,"27.4","33.1","21.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-13",,"28.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-14",,"27.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-15",,"26.7","32.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-16",,"28.1",,"22.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-17",,"26.3","32.1","23.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-18",,"26.6","32.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-19",,"28.8",,"21.7"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-20",,"28.0","33.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-21",,"27.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-22",,"29.4",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-23",,"27.9","33.4","22.2"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-24",,"27.1",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-25",,"26.4","31.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-26",,"26.8","32.0","24.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-27",,"26.8","32.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-28",,"25.3","31.0","21.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-29",,"28.3","34.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-11-30",,"27.8","34.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-01",,"30.0","34.6",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-02",,"29.8","34.2","23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-03",,"28.3","34.7",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-04",,"28.3",,"22.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-05",,"28.2","34.0","22.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-06",,"27.1","31.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-07",,"27.0",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-08",,"26.3","34.2","20.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-09",,"27.1","33.2","22.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-10",,"26.5","28.0","23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-11",,"27.6","33.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-12",,"25.3","31.4","22.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-13",,"26.1",,"20.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-14",,"26.2",,"21.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-15",,"26.6","33.6","21.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-16",,"26.8","33.0","21.2"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-17",,"28.7","35.0","22.9"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-18",,"28.6","33.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-19",,"29.1",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-20",,"28.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-21",,"28.2","34.0","22.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-22",,"28.6","34.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-23",,"28.0","33.8","22.7"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-24",,"27.2","34.0","22.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-25",,"28.2",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-26",,"26.7","33.8",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-27",,"25.3","34.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-28",,"27.9","33.6","22.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-29",,"28.7",,"22.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-30",,"27.8","32.3","22.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2020-12-31",,"27.7","34.4","21.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-01",,"28.3",,"22.2"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-02",,"29.1","33.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-03",,"28.4","35.0","23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-04",,"26.5","35.0","24.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-05",,"27.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-06",,"27.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-07",,"27.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-08",,"26.6","34.7",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-09",,"28.0",,"22.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-10",,"28.2",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-11",,"26.9",,"22.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-12",,"26.1","33.0","23.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-13",,"27.3",,"20.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-14",,"27.1",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-15",,"27.3","33.8","22.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-16",,"26.8",,"20.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-17",,"26.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-18",,"28.0","34.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-19",,"27.9","33.1",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-20",,"28.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-21","0.0","25.3","33.0","19.2"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-22",,"26.0","33.6","19.1"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-23","33.5","26.0",,"19.2"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-24","0.0","26.6","33.6","20.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-25",,"29.1","33.8","23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-26",,"29.4","34.9","23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-27",,"28.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-28",,"27.6",,"21.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-29","8.9","28.2",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-30","0.0","30.2","34.2","22.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-01-31",,"29.0","35.5","23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-01",,"28.6","35.5","23.9"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-02",,"29.1","34.0","23.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-03",,"27.7","34.6",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-04",,"28.1","35.2","22.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-05",,"28.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-06",,"30.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-07",,"29.3",,"24.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-08",,"28.3","35.4","24.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-09",,"28.4",,"23.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-10",,"26.4",,"23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-13",,"31.9",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-14",,"27.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-15",,"27.4","34.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-16",,"29.0","35.8","23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-17",,"28.9","35.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-18",,"29.1","35.6","22.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-19",,"25.0",,"20.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-21",,"28.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-22",,"24.9","33.5","20.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-23",,"29.4","33.8",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-24",,"29.4","35.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-25",,"29.1",,"24.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-26",,"27.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-27",,"29.1","34.8","22.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-02-28",,"27.2","35.8",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-01",,"29.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-02",,"29.7",,"24.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-03",,"30.3","37.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-04",,"31.3","37.7","24.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-05",,"30.9","36.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-06",,"29.3","35.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-07",,"30.4",,"24.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-08",,"29.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-09",,"28.4",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-10",,"28.3","32.5","25.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-11",,"27.1",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-12",,"27.6","33.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-13",,"26.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-14",,"25.3",,"23.9"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-15","2.0","27.7","32.4","22.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-16","0.0","28.7",,"24.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-17",,"27.1",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-18",,"26.9","31.2","23.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-19",,"25.2","28.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-20",,"26.4",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-21",,"28.1","34.5","23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-22",,"27.1","30.0","24.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-23",,"29.2","34.8","23.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-24",,"24.2","28.6",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-25",,"28.6",,"23.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-26",,"28.9",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-27",,"27.3","31.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-28",,"29.1","35.0","24.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-29",,"28.2",,"25.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-30",,"28.6","34.4","24.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-03-31",,"29.8","35.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-01",,"28.5","35.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-02",,"27.1","34.8",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-03",,"26.7","33.3","24.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-04",,"28.9","35.8","23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-05",,"27.6","35.0","24.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-06",,"28.4","35.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-07",,"29.3","35.6",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-08",,"26.2","33.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-09",,"27.3","32.8","22.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-10",,"29.9","35.0","24.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-11",,"29.3",,"25.2"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-12",,"28.8","34.4","22.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-13",,"26.4","34.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-14",,"25.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-15",,"28.5","35.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-16",,"27.1",,"22.2"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-17",,"29.6","34.0","24.2"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-18",,"26.8","32.0","22.7"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-19",,"26.4","33.0","24.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-20",,"27.9","33.1",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-21",,"29.3",,"24.3"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-22",,"27.4","34.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-23",,"27.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-24",,"26.8","29.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-25",,"28.9","33.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-26",,"29.4","35.0","24.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-27",,"27.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-28",,"25.5",,"21.9"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-29","3.0","27.3",,"23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-30","0.0","28.1",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-01",,"28.4","33.0","24.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-02",,"27.6","33.6",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-03",,"26.0",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-04",,"26.5","33.1","23.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-05",,"27.6","34.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-06",,"25.2","27.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-07",,"27.3","32.8",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-08",,"27.7","31.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-09","54.1","24.8","29.0","22.7"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-10",,"27.9",,"22.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-11",,"28.9","34.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-12",,"24.6","27.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-13",,"26.8","32.3","22.2"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-14",,"26.1","31.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-15",,"25.6","32.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-16",,"27.3",,"23.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-17",,"26.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-18",,"27.3","32.6",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-19",,"26.9","33.8",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-20",,"25.3","28.2","22.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-21",,"27.6","33.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-22","2.3","24.7","28.2","22.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-23",,"27.8","33.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-24",,"28.3","32.8",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-25",,"27.2","33.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-26",,"27.3","32.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-27",,"26.9",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-28",,"27.3","31.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-29",,"26.4","33.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-30",,"28.5","32.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-31",,"25.7","29.8",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-01",,"26.8",,"24.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-02",,"28.1",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-03",,"28.2","33.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-04",,"26.9","32.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-05","13.0","25.1","31.2","21.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-06","0.0","25.4","30.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-07",,"26.1",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-08",,"27.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-10","38.1","27.7",,"22.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-11","0.0","24.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-12","5.1","26.0","30.6","21.3"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-13","0.0","27.5",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-14",,"27.7",,"25.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-15",,"25.1","28.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-16",,"25.1","32.4","23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-17",,"26.8","33.0","22.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-18",,"23.7","31.7",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-19",,"25.8","29.6",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-20",,"26.7","32.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-21",,"25.3","31.2","23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-24",,"27.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-30",,"28.9",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-01",,"26.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-02",,"24.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-03",,"25.5",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-04",,"24.6","28.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-05",,"25.0",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-06",,"27.4","31.8",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-07",,"25.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-08",,"25.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-09",,"25.9",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-10","0.3","27.1","31.5","22.7"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-11","0.0","24.7",,"23.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-12",,"23.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-14",,"27.2",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-15",,"25.9",,"23.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-16",,"25.7","30.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-17",,"25.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-18",,"25.6",,"23.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-19",,"25.7","28.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-20",,"27.2",,"24.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-21",,"28.0","31.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-22",,"25.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-23",,"25.8","31.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-24",,"26.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-25",,"27.4","31.0","21.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-26",,"27.6","31.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-27",,"25.0","31.5","21.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-28",,"26.0",,"23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-29",,"27.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-30",,"28.2","32.0","23.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-31",,"25.9","29.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-01",,"25.5",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-02",,"26.5",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-03",,"25.7","31.0","24.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-04","49.0","24.9","27.6",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-05",,"25.9","29.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-06",,"25.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-07",,"24.9",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-10","22.1","24.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-11","0.0","24.6","29.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-12",,"24.9",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-13",,"26.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-14",,"26.4",,"23.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-15",,"26.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-16",,"25.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-17",,"25.0","29.0","23.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-18",,"24.9","29.2",
